Unnamed: 0,movie_id,title,popularity,tags,overview,cast,director
28,135397,jurassic world,418.708552,action adventure science fiction thriller monster dna tyrannosaurus rex velociraptor island sequel suspense disaster escape dinosaur amusement park animal attack theme park jurassic park 3d animal horror,"Twenty-two years after the events of Jurassic Park, Isla Nublar now features a fully functioning dinosaur theme park, Jurassic World, as originally envisioned by John Hammond.","['chris pratt', 'bryce dallas howard', 'irrfan khan']",colin trevorrow
29,37724,skyfall,93.004993,action adventure thriller spy secret agent sociopath killer art gallery british secret service istanbul turkey imax uzi booby trap impersonating a police officer macao,"When Bond's latest assignment goes gravely wrong and agents around the world are exposed, MI6 is attacked forcing M to relocate the agency. These events cause her authority and position to be challenged by Gareth Mallory, the new Chairman of the Intelligence and Security Committee. With MI6 now compromised from both inside and out, M is left with one ally she can trust: Bond. 007 takes to the shadows - aided only by field agent, Eve - following a trail to the mysterious Silva, whose lethal and hidden motives have yet to reveal themselves.","['daniel craig', 'judi dench', 'javier bardem']",sam mendes
30,558,spider-man 2,35.149586,action adventure fantasy dual identity love of one's life pizza boy marvel comic sequel superhero doctor scientist tentacle death super villain,"Peter Parker is going through a major identity crisis. Burned out from being Spider-Man, he decides to shelve his superhero alter ego, which leaves the city suffering in the wake of carnage left by the evil Doc Ock. In the meantime, Parker still can't act on his feelings for Mary Jane Watson, a girl he's loved since childhood.","['tobey maguire', 'kirsten dunst', 'james franco']",sam raimi
31,68721,iron man 3,77.68208,action adventure science fiction terrorist war on terror tennessee malibu marvel comic superhero based on comic book tony stark iron man aftercreditsstinger marvel cinematic universe mandarin 3d war machine iron patriot extremis,"When Tony Stark's world is torn apart by a formidable terrorist called the Mandarin, he starts an odyssey of rebuilding and retribution.","['robert downey jr.', 'gwyneth paltrow', 'don cheadle']",shane black
32,12155,alice in wonderland,78.530105,family fantasy adventure based on novel fictional place queen fantasy alice in wonderland fantasy world 3d,"Alice, an unpretentious and individual 19-year-old, is betrothed to a dunce of an English nobleman. At her engagement party, she escapes the crowd to consider whether to go through with the marriage and falls down a hole in the garden after spotting an unusual rabbit. Arriving in a strange and surreal place called 'Underland,' she finds herself in a world that resembles the nightmares she had as a child, filled with talking animals, villainous queens and knights, and frumious bandersnatches. Alice realizes that she is there for a reason – to conquer the horrific Jabberwocky and restore the rightful queen to her throne.","['mia wasikowska', 'johnny depp', 'anne hathaway']",tim burton
33,36668,x-men: the last stand,3.857526,adventure action science fiction thriller mutant marvel comic based on comic book superhuman beast cyclops aftercreditsstinger,"When a cure is found to treat mutations, lines are drawn amongst the X-Men and The Brotherhood, a band of powerful mutants organized under Xavier's former ally, Magneto.","['hugh jackman', 'halle berry', 'ian mckellen']",brett ratner
34,62211,monsters university,89.186492,animation family monster dormitory games animation best friend university scary aftercreditsstinger,A look at the relationship between Mike and Sulley during their days at Monsters University — when they weren't necessarily the best of friends.,"['billy crystal', 'john goodman', 'steve buscemi']",dan scanlon
35,8373,transformers: revenge of the fallen,21.939663,science fiction action adventure egypt sun chaos symbol artifact transformers tank robot imax duringcreditsstinger,"Sam Witwicky leaves the Autobots behind for a normal life. But when his mind is filled with cryptic symbols, the Decepticons target him and he is dragged back into the Transformers' war.","['shia labeouf', 'megan fox', 'josh duhamel']",michael bay
36,91314,transformers: age of extinction,116.840296,science fiction action adventure sequel alien transformers giant robot robot imax transforming robot,"As humanity picks up the pieces, following the conclusion of ""Transformers: Dark of the Moon,"" Autobots and Decepticons have all but vanished from the face of the planet. However, a group of powerful, ingenious businessman and scientists attempt to learn from past Transformer incursions and push the boundaries of technology beyond what they can control - all while an ancient, powerful Transformer menace sets Earth in his cross-hairs.","['mark wahlberg', 'stanley tucci', 'kelsey grammer']",michael bay
37,68728,oz: the great and powerful,46.985445,fantasy adventure family circus witch magic hope illusion lost magic trick wizard 3d,"Oscar Diggs, a small-time circus illusionist and con-artist, is whisked from Kansas to the Land of Oz where the inhabitants assume he's the great wizard of prophecy, there to save Oz from the clutches of evil.","['james franco', 'mila kunis', 'rachel weisz']",sam raimi
38,102382,the amazing spider-man 2,89.270217,action adventure fantasy obsession marvel comic sequel based on comic book electrocution medical experiment electricity super powers,"For Peter Parker, life is busy. Between taking out the bad guys as Spider-Man and spending time with the person he loves, Gwen Stacy, high school graduation cannot come quickly enough. Peter has not forgotten about the promise he made to Gwen’s father to protect her by staying away, but that is a promise he cannot keep. Things will change for Peter when a new villain, Electro, emerges, an old friend, Harry Osborn, returns, and Peter uncovers new clues about his past.","['andrew garfield', 'emma stone', 'jamie foxx']",marc webb
39,20526,tron: legacy,73.79505,adventure action science fiction artificial intelligence secret identity computer program dystopia computer deception duel motorcycle neon light autocracy,"Sam Flynn, the tech-savvy and daring son of Kevin Flynn, investigates his father's disappearance and is pulled into The Grid. With the help of a mysterious program named Quorra, Sam quests to stop evil dictator Clu from crossing into the real world.","['garrett hedlund', 'jeff bridges', 'olivia wilde']",joseph kosinski
40,49013,cars 2,49.98659,animation family adventure comedy car race sequel comedy anthropomorphism best friend duringcreditsstinger,Star race car Lightning McQueen and his pal Mater head overseas to compete in the World Grand Prix race. But the road to the championship becomes rocky as Mater gets caught up in an intriguing adventure of his own: international espionage.,"['owen wilson', 'larry the cable guy', 'michael caine']",john lasseter
41,44912,green lantern,51.872839,adventure action thriller science fiction dc comics transformation superhero alien alien infection magical object protector super powers origin 3d,"For centuries, a small but powerful force of warriors called the Green Lantern Corps has sworn to keep intergalactic order. Each Green Lantern wears a ring that grants him superpowers. But when a new enemy called Parallax threatens to destroy the balance of power in the Universe, their fate and the fate of Earth lie in the hands of the first human ever recruited.","['ryan reynolds', 'blake lively', 'peter sarsgaard']",martin campbell
42,10193,toy story 3,59.995418,animation family comedy hostage college toy barbie animation escape day care teddy bear duringcreditsstinger toy comes to life personification inanimate objects coming to life toy story,"Woody, Buzz, and the rest of Andy's toys haven't been played with in years. With Andy about to go to college, the gang find themselves accidentally left at a nefarious day care center. The toys must band together to escape and return home to Andy.","['tom hanks', 'tim allen', 'ned beatty']",lee unkrich
43,534,terminator salvation,71.862892,action science fiction thriller saving the world artificial intelligence prophecy san francisco cyborg killer robot gas station post-apocalyptic dystopia army firearm wartime los angeles,"All grown up in post-apocalyptic 2018, John Connor must lead the resistance of humans against the increasingly dominating militaristic robots. But when Marcus Wright appears, his existence confuses the mission as Connor tries to determine whether Wright has come from the future or the past -- and whether he's friend or foe.","['christian bale', 'sam worthington', 'anton yelchin']",mcg
44,168259,furious 7,102.322217,action car race speed revenge suspense car race muscle car,Deckard Shaw seeks revenge against Dominic Toretto and his family for his comatose brother.,"['vin diesel', 'paul walker', 'dwayne johnson']",james wan
45,72190,world war z,81.834855,action drama horror science fiction thriller dystopia apocalypse zombie nuclear weapons multiple perspectives zombie apocalypse,"Life for former United Nations investigator Gerry Lane and his family seems content. Suddenly, the world is plagued by a mysterious infection turning whole human populations into rampaging mindless zombies. After barely escaping the chaos, Lane is persuaded to go on a mission to investigate this disease. What follows is a perilous trek around the world where Lane must brave horrific dangers and long odds to find answers before human civilization falls.","['brad pitt', 'mireille enos', 'abigail hargrove']",marc forster
46,127585,x-men: days of future past,118.078691,action adventure fantasy science fiction 1970s mutant time travel marvel comic based on comic book superhuman storm beast aftercreditsstinger changing the past or future,The ultimate X-Men ensemble fights a war for the survival of the species across two time periods as they join forces with their younger selves in an epic battle that must change the past – to save our future.,"['hugh jackman', 'james mcavoy', 'michael fassbender']",bryan singer
47,54138,star trek into darkness,78.291018,action adventure science fiction spacecraft friendship sequel futuristic space alien imax space opera terrorist bombing 3d,"When the crew of the Enterprise is called back home, they find an unstoppable force of terror from within their own organization has detonated the fleet and everything it stands for, leaving our world in a state of crisis.  With a personal score to settle, Captain Kirk leads a manhunt to a war-zone world to capture a one man weapon of mass destruction. As our heroes are propelled into an epic chess game of life and death, love will be challenged, friendships will be torn apart, and sacrifices must be made for the only family Kirk has left: his crew.","['chris pine', 'zachary quinto', 'zoe saldana']",j.j. abrams
48,81005,jack the giant slayer,43.349855,action family fantasy based on fairy tale giant,"The story of an ancient war that is reignited when a young farmhand unwittingly opens a gateway between our world and a fearsome race of giants. Unleashed on the Earth for the first time in centuries, the giants strive to reclaim the land they once lost, forcing the young man, Jack into the battle of his life to stop them. Fighting for a kingdom, its people, and the love of a brave princess, he comes face to face with the unstoppable warriors he thought only existed in legend–and gets the chance to become a legend himself.","['nicholas hoult', 'eleanor tomlinson', 'ewan mcgregor']",bryan singer
49,64682,the great gatsby,61.196071,drama romance based on novel infidelity obsession hope 3d,"An adaptation of F. Scott Fitzgerald's Long Island-set novel, where Midwesterner Nick Carraway is lured into the lavish world of his neighbor, Jay Gatsby. Soon enough, however, Carraway will see through the cracks of Gatsby's nouveau riche existence, where obsession, madness, and tragedy await.","['leonardo dicaprio', 'tobey maguire', 'carey mulligan']",baz luhrmann
50,9543,prince of persia: the sands of time,62.169881,adventure fantasy action romance persia sandstorm brother against brother armageddon regent based on video game,"A rogue prince reluctantly joins forces with a mysterious princess and together, they race against dark forces to safeguard an ancient dagger capable of releasing the Sands of Time – gift from the gods that can reverse time and allow its possessor to rule the world.","['jake gyllenhaal', 'gemma arterton', 'ben kingsley']",mike newell
51,68726,pacific rim,56.523205,action science fiction adventure dystopia giant robot giant monster apocalypse imax duringcreditsstinger 3d,"When legions of monstrous creatures, known as Kaiju, started rising from the sea, a war began that would take millions of lives and consume humanity's resources for years on end. To combat the giant Kaiju, a special type of weapon was devised: massive robots, called Jaegers, which are controlled simultaneously by two pilots whose minds are locked in a neural bridge. But even the Jaegers are proving nearly defenseless in the face of the relentless Kaiju. On the verge of defeat, the forces defending mankind have no choice but to turn to two unlikely heroes—a washed-up former pilot (Charlie Hunnam) and an untested trainee (Rinko Kikuchi)—who are teamed to drive a legendary but seemingly obsolete Jaeger from the past. Together, they stand as mankind's last hope against the mounting apocalypse.","['idris elba', 'charlie hunnam', 'charlie day']",guillermo del toro
52,38356,transformers: dark of the moon,28.529607,action science fiction adventure moon spacecraft traitor bodyguard alien planet based on cartoon transformers giant robot sabotage word domination commando duringcreditsstinger,"Sam Witwicky takes his first tenuous steps into adulthood while remaining a reluctant human ally of Autobot-leader Optimus Prime. The film centers around the space race between the USSR and the USA, suggesting there was a hidden Transformers role in it all that remains one of the planet's most dangerous secrets.","['shia labeouf', 'john malkovich', 'ken jeong']",michael bay
53,217,indiana jones and the kingdom of the crystal skull,75.674458,adventure action saving the world riddle whip treasure mexico city leather jacket machinegun alien phenomenons maya civilization peru treasure hunt nuclear explosion refrigerator archaeologist indiana jones archeology ,"Set during the Cold War, the Soviets – led by sword-wielding Irina Spalko – are in search of a crystal skull which has supernatural powers related to a mystical Lost City of Gold. After being captured and then escaping from them, Indy is coerced to head to Peru at the behest of a young man whose friend – and Indy's colleague – Professor Oxley has been captured for his knowledge of the skull's whereabouts.","['harrison ford', 'cate blanchett', 'shia labeouf']",steven spielberg
54,105864,the good dinosaur,51.692953,adventure animation family tyrannosaurus rex friends alternate history dinosaur fear storm nature human journey,An epic journey into the world of dinosaurs where an Apatosaurus named Arlo makes an unlikely human friend.,"['raymond ochoa', 'jack bright', 'jeffrey wright']",peter sohn
55,62177,brave,125.114374,animation adventure comedy family action fantasy scotland rebel bravery kingdom archer wish bear scot rebellious daughter turns into animal archery ruins aftercreditsstinger peace offering woman director courage 3d,"Brave is set in the mystical Scottish Highlands, where Mérida is the princess of a kingdom ruled by King Fergus and Queen Elinor. An unruly daughter and an accomplished archer, Mérida one day defies a sacred custom of the land and inadvertently brings turmoil to the kingdom. In an attempt to set things right, Mérida seeks out an eccentric old Wise Woman and is granted an ill-fated wish. Also figuring into Mérida’s quest — and serving as comic relief — are the kingdom’s three lords: the enormous Lord MacGuffin, the surly Lord Macintosh, and the disagreeable Lord Dingwall.","['kelly macdonald', 'julie walters', 'billy connolly']",brenda chapman
56,188927,star trek beyond,65.352913,action adventure science fiction sequel stranded hatred space opera,"The USS Enterprise crew explores the furthest reaches of uncharted space, where they encounter a mysterious new enemy who puts them and everything the Federation stands for to the test.","['chris pine', 'zachary quinto', 'karl urban']",justin lin
57,10681,wall·e,66.390712,animation family romantic comedy,"WALL·E is the last robot left on an Earth that has been overrun with garbage and all humans have fled to outer space. For 700 years he has continued to try and clean up the mess, but has developed some rather interesting human-like qualities. When a ship arrives with a sleek new type of robot, WALL·E thinks he's finally found a friend and stows away on the ship when it leaves.","['ben burtt', 'elissa knight', 'jeff garlin']",andrew stanton
58,5174,rush hour 3,22.57178,action comedy crime thriller ambassador,"After an attempted assassination on Ambassador Han, Inspector Lee and Detective Carter are back in action as they head to Paris to protect a French woman with knowledge of the Triads' secret leaders. Lee also holds secret meetings with a United Nations authority, but his personal struggles with a Chinese criminal mastermind named Kenji, which reveals that it's Lee's long-lost...brother.","['chris tucker', 'jackie chan', 'hiroyuki sanada']",brett ratner
59,14161,2012,45.274225,action adventure science fiction civilization natural disaster end of the world disaster apocalypse destruction volcanic eruption mayan ark solar destruction  of mankind,"Dr. Adrian Helmsley, part of a worldwide geophysical team investigating the effect on the earth of radiation from unprecedented solar storms, learns that the earth's core is heating up. He warns U.S. President Thomas Wilson that the crust of the earth is becoming unstable and that without proper preparations for saving a fraction of the world's population, the entire race is doomed. Meanwhile, writer Jackson Curtis stumbles on the same information. While the world's leaders race to build ""arks"" to escape the impending cataclysm, Curtis struggles to find a way to save his family. Meanwhile, volcanic eruptions and earthquakes of unprecedented strength wreak havoc around the world.","['john cusack', 'amanda peet', 'chiwetel ejiofor']",roland emmerich
60,17979,a christmas carol,39.744242,animation drama holiday based on novel victorian england money christmas eve scrooge christmas carol ghost lesson charles dickens christmas,"Miser Ebenezer Scrooge is awakened on Christmas Eve by spirits who reveal to him his own miserable existence, what opportunities he wasted in his youth, his current cruelties, and the dire fate that awaits him if he does not change his ways. Scrooge is faced with his own story of growing bitterness and meanness, and must decide what his own future will hold: death or redemption.","['gary oldman', 'jim carrey', 'steve valentine']",robert zemeckis
61,76757,jupiter ascending,85.36908,science fiction fantasy action adventure jupiter space woman director 3d interspecies romance,"In a universe where human genetic material is the most precious commodity, an impoverished young Earth woman becomes the key to strategic maneuvers and internal strife within a powerful dynasty…","['mila kunis', 'channing tatum', 'sean bean']",lilly wachowski
62,258489,the legend of tarzan,42.741719,action adventure africa feral child tarzan jungle animal attack,"Tarzan, having acclimated to life in London, is called back to his former home in the jungle to investigate the activities at a mining encampment.","['alexander skarsgård', 'margot robbie', 'christoph waltz']",david yates
